statement,label,extracted_statement_ids,extracted_statement_texts
(34 - 40) * (8 * 18) = -863,False,"[128000, 128011, 7, 1958, 482, 220, 1272, 8, 353, 320, 23, 353, 220, 972, 8, 284, 482, 26051, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(34 - 40) * (8 * 18) = -863<｜Assistant｜><think>
"
(4 + 7) * (6 + 20) = 290,False,"[128000, 128011, 7, 19, 489, 220, 22, 8, 353, 320, 21, 489, 220, 508, 8, 284, 220, 13754, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(4 + 7) * (6 + 20) = 290<｜Assistant｜><think>
"
(39 * 13) * (17 - 10) = 3549,True,"[128000, 128011, 7, 2137, 353, 220, 1032, 8, 353, 320, 1114, 482, 220, 605, 8, 284, 220, 18384, 24, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(39 * 13) * (17 - 10) = 3549<｜Assistant｜><think>
"
(22 - 14) - (4 + 15) = -11,True,"[128000, 128011, 7, 1313, 482, 220, 975, 8, 482, 320, 19, 489, 220, 868, 8, 284, 482, 806, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(22 - 14) - (4 + 15) = -11<｜Assistant｜><think>
"
(33 + 20) + (1 + 1) = 53,False,"[128000, 128011, 7, 1644, 489, 220, 508, 8, 489, 320, 16, 489, 220, 16, 8, 284, 220, 4331, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(33 + 20) + (1 + 1) = 53<｜Assistant｜><think>
"
(10 * 23) * (15 + 5) = 4603,False,"[128000, 128011, 7, 605, 353, 220, 1419, 8, 353, 320, 868, 489, 220, 20, 8, 284, 220, 16551, 18, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(10 * 23) * (15 + 5) = 4603<｜Assistant｜><think>
"
(28 + 8) * (1 - 6) = -180,True,"[128000, 128011, 7, 1591, 489, 220, 23, 8, 353, 320, 16, 482, 220, 21, 8, 284, 482, 5245, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(28 + 8) * (1 - 6) = -180<｜Assistant｜><think>
"
(36 + 31) * (15 - 3) = 809,False,"[128000, 128011, 7, 1927, 489, 220, 2148, 8, 353, 320, 868, 482, 220, 18, 8, 284, 220, 21474, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(36 + 31) * (15 - 3) = 809<｜Assistant｜><think>
"
(13 + 22) - (10 - 11) = 36,True,"[128000, 128011, 7, 1032, 489, 220, 1313, 8, 482, 320, 605, 482, 220, 806, 8, 284, 220, 1927, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(13 + 22) - (10 - 11) = 36<｜Assistant｜><think>
"
(22 * 23) - (14 + 20) = 470,False,"[128000, 128011, 7, 1313, 353, 220, 1419, 8, 482, 320, 975, 489, 220, 508, 8, 284, 220, 17711, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(22 * 23) - (14 + 20) = 470<｜Assistant｜><think>
"
(10 - 5) * (13 * 9) = 583,False,"[128000, 128011, 7, 605, 482, 220, 20, 8, 353, 320, 1032, 353, 220, 24, 8, 284, 220, 23493, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(10 - 5) * (13 * 9) = 583<｜Assistant｜><think>
"
(26 - 13) * (16 - 1) = 195,True,"[128000, 128011, 7, 1627, 482, 220, 1032, 8, 353, 320, 845, 482, 220, 16, 8, 284, 220, 6280, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(26 - 13) * (16 - 1) = 195<｜Assistant｜><think>
"
(17 + 20) - (2 * 18) = 1,True,"[128000, 128011, 7, 1114, 489, 220, 508, 8, 482, 320, 17, 353, 220, 972, 8, 284, 220, 16, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(17 + 20) - (2 * 18) = 1<｜Assistant｜><think>
"
(16 + 15) * (1 - 7) = -184,False,"[128000, 128011, 7, 845, 489, 220, 868, 8, 353, 320, 16, 482, 220, 22, 8, 284, 482, 10336, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(16 + 15) * (1 - 7) = -184<｜Assistant｜><think>
"
(19 + 14) - (20 * 7) = -107,True,"[128000, 128011, 7, 777, 489, 220, 975, 8, 482, 320, 508, 353, 220, 22, 8, 284, 482, 7699, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(19 + 14) - (20 * 7) = -107<｜Assistant｜><think>
"
(18 * 7) + (3 * 6) = 143,False,"[128000, 128011, 7, 972, 353, 220, 22, 8, 489, 320, 18, 353, 220, 21, 8, 284, 220, 10290, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(18 * 7) + (3 * 6) = 143<｜Assistant｜><think>
"
(7 + 28) + (10 * 8) = 113,False,"[128000, 128011, 7, 22, 489, 220, 1591, 8, 489, 320, 605, 353, 220, 23, 8, 284, 220, 8190, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(7 + 28) + (10 * 8) = 113<｜Assistant｜><think>
"
(5 * 30) + (15 + 14) = 179,True,"[128000, 128011, 7, 20, 353, 220, 966, 8, 489, 320, 868, 489, 220, 975, 8, 284, 220, 11128, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(5 * 30) + (15 + 14) = 179<｜Assistant｜><think>
"
(4 + 14) - (1 - 3) = 20,True,"[128000, 128011, 7, 19, 489, 220, 975, 8, 482, 320, 16, 482, 220, 18, 8, 284, 220, 508, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(4 + 14) - (1 - 3) = 20<｜Assistant｜><think>
"
(4 - 24) / (6 - 2) = -5,True,"[128000, 128011, 7, 19, 482, 220, 1187, 8, 611, 320, 21, 482, 220, 17, 8, 284, 482, 20, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(4 - 24) / (6 - 2) = -5<｜Assistant｜><think>
"
(13 * 7) - (19 * 9) = -84,False,"[128000, 128011, 7, 1032, 353, 220, 22, 8, 482, 320, 777, 353, 220, 24, 8, 284, 482, 5833, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(13 * 7) - (19 * 9) = -84<｜Assistant｜><think>
"
(39 * 13) * (17 - 10) = 3546,False,"[128000, 128011, 7, 2137, 353, 220, 1032, 8, 353, 320, 1114, 482, 220, 605, 8, 284, 220, 18384, 21, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(39 * 13) * (17 - 10) = 3546<｜Assistant｜><think>
"
(6 * 32) + (19 - 15) = 192,False,"[128000, 128011, 7, 21, 353, 220, 843, 8, 489, 320, 777, 482, 220, 868, 8, 284, 220, 5926, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(6 * 32) + (19 - 15) = 192<｜Assistant｜><think>
"
(22 + 3) * (4 * 8) = 805,False,"[128000, 128011, 7, 1313, 489, 220, 18, 8, 353, 320, 19, 353, 220, 23, 8, 284, 220, 21032, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(22 + 3) * (4 * 8) = 805<｜Assistant｜><think>
"
(11 * 3) - (20 * 14) = -247,True,"[128000, 128011, 7, 806, 353, 220, 18, 8, 482, 320, 508, 353, 220, 975, 8, 284, 482, 14125, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(11 * 3) - (20 * 14) = -247<｜Assistant｜><think>
"
(22 + 24) * (14 / 7) = 92,True,"[128000, 128011, 7, 1313, 489, 220, 1187, 8, 353, 320, 975, 611, 220, 22, 8, 284, 220, 6083, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(22 + 24) * (14 / 7) = 92<｜Assistant｜><think>
"
(23 + 39) - (7 * 13) = -28,False,"[128000, 128011, 7, 1419, 489, 220, 2137, 8, 482, 320, 22, 353, 220, 1032, 8, 284, 482, 1591, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(23 + 39) - (7 * 13) = -28<｜Assistant｜><think>
"
(39 - 33) * (5 - 7) = -13,False,"[128000, 128011, 7, 2137, 482, 220, 1644, 8, 353, 320, 20, 482, 220, 22, 8, 284, 482, 1032, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(39 - 33) * (5 - 7) = -13<｜Assistant｜><think>
"
(32 + 22) + (2 / 1) = 56,True,"[128000, 128011, 7, 843, 489, 220, 1313, 8, 489, 320, 17, 611, 220, 16, 8, 284, 220, 3487, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(32 + 22) + (2 / 1) = 56<｜Assistant｜><think>
"
(37 - 39) + (7 - 2) = 4,False,"[128000, 128011, 7, 1806, 482, 220, 2137, 8, 489, 320, 22, 482, 220, 17, 8, 284, 220, 19, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(37 - 39) + (7 - 2) = 4<｜Assistant｜><think>
"
(4 - 24) / (6 - 2) = -9,False,"[128000, 128011, 7, 19, 482, 220, 1187, 8, 611, 320, 21, 482, 220, 17, 8, 284, 482, 24, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(4 - 24) / (6 - 2) = -9<｜Assistant｜><think>
"
(33 - 19) / (5 + 9) = 1,True,"[128000, 128011, 7, 1644, 482, 220, 777, 8, 611, 320, 20, 489, 220, 24, 8, 284, 220, 16, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(33 - 19) / (5 + 9) = 1<｜Assistant｜><think>
"
(38 * 16) * (13 + 2) = 9120,True,"[128000, 128011, 7, 1987, 353, 220, 845, 8, 353, 320, 1032, 489, 220, 17, 8, 284, 220, 22750, 15, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(38 * 16) * (13 + 2) = 9120<｜Assistant｜><think>
"
(35 / 5) + (19 * 7) = 140,True,"[128000, 128011, 7, 1758, 611, 220, 20, 8, 489, 320, 777, 353, 220, 22, 8, 284, 220, 6860, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(35 / 5) + (19 * 7) = 140<｜Assistant｜><think>
"
(35 - 37) * (9 + 16) = -50,True,"[128000, 128011, 7, 1758, 482, 220, 1806, 8, 353, 320, 24, 489, 220, 845, 8, 284, 482, 1135, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(35 - 37) * (9 + 16) = -50<｜Assistant｜><think>
"
(9 * 4) + (8 - 5) = 39,True,"[128000, 128011, 7, 24, 353, 220, 19, 8, 489, 320, 23, 482, 220, 20, 8, 284, 220, 2137, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(9 * 4) + (8 - 5) = 39<｜Assistant｜><think>
"
(20 * 25) + (1 - 18) = 482,False,"[128000, 128011, 7, 508, 353, 220, 914, 8, 489, 320, 16, 482, 220, 972, 8, 284, 220, 21984, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(20 * 25) + (1 - 18) = 482<｜Assistant｜><think>
"
(12 - 36) * (3 / 1) = -72,True,"[128000, 128011, 7, 717, 482, 220, 1927, 8, 353, 320, 18, 611, 220, 16, 8, 284, 482, 5332, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(12 - 36) * (3 / 1) = -72<｜Assistant｜><think>
"
(7 - 17) - (6 - 14) = 0,False,"[128000, 128011, 7, 22, 482, 220, 1114, 8, 482, 320, 21, 482, 220, 975, 8, 284, 220, 15, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(7 - 17) - (6 - 14) = 0<｜Assistant｜><think>
"
(9 * 4) + (8 - 5) = 43,False,"[128000, 128011, 7, 24, 353, 220, 19, 8, 489, 320, 23, 482, 220, 20, 8, 284, 220, 3391, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(9 * 4) + (8 - 5) = 43<｜Assistant｜><think>
"
(35 - 6) * (10 - 4) = 174,True,"[128000, 128011, 7, 1758, 482, 220, 21, 8, 353, 320, 605, 482, 220, 19, 8, 284, 220, 11771, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(35 - 6) * (10 - 4) = 174<｜Assistant｜><think>
"
(4 - 33) + (19 - 5) = -10,False,"[128000, 128011, 7, 19, 482, 220, 1644, 8, 489, 320, 777, 482, 220, 20, 8, 284, 482, 605, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(4 - 33) + (19 - 5) = -10<｜Assistant｜><think>
"
(2 + 26) + (14 * 19) = 294,True,"[128000, 128011, 7, 17, 489, 220, 1627, 8, 489, 320, 975, 353, 220, 777, 8, 284, 220, 17168, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(2 + 26) + (14 * 19) = 294<｜Assistant｜><think>
"
(4 * 29) + (3 - 10) = 109,True,"[128000, 128011, 7, 19, 353, 220, 1682, 8, 489, 320, 18, 482, 220, 605, 8, 284, 220, 7743, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(4 * 29) + (3 - 10) = 109<｜Assistant｜><think>
"
(11 - 31) - (8 + 2) = -30,True,"[128000, 128011, 7, 806, 482, 220, 2148, 8, 482, 320, 23, 489, 220, 17, 8, 284, 482, 966, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(11 - 31) - (8 + 2) = -30<｜Assistant｜><think>
"
(29 + 1) - (14 + 6) = 10,True,"[128000, 128011, 7, 1682, 489, 220, 16, 8, 482, 320, 975, 489, 220, 21, 8, 284, 220, 605, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(29 + 1) - (14 + 6) = 10<｜Assistant｜><think>
"
(5 + 3) * (2 * 1) = 14,False,"[128000, 128011, 7, 20, 489, 220, 18, 8, 353, 320, 17, 353, 220, 16, 8, 284, 220, 975, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(5 + 3) * (2 * 1) = 14<｜Assistant｜><think>
"
(14 + 23) - (2 * 12) = 13,True,"[128000, 128011, 7, 975, 489, 220, 1419, 8, 482, 320, 17, 353, 220, 717, 8, 284, 220, 1032, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(14 + 23) - (2 * 12) = 13<｜Assistant｜><think>
"
(28 / 1) - (19 - 18) = 27,True,"[128000, 128011, 7, 1591, 611, 220, 16, 8, 482, 320, 777, 482, 220, 972, 8, 284, 220, 1544, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(28 / 1) - (19 - 18) = 27<｜Assistant｜><think>
"
(18 + 15) - (2 - 7) = 38,True,"[128000, 128011, 7, 972, 489, 220, 868, 8, 482, 320, 17, 482, 220, 22, 8, 284, 220, 1987, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(18 + 15) - (2 - 7) = 38<｜Assistant｜><think>
"
(12 * 21) + (2 * 12) = 277,False,"[128000, 128011, 7, 717, 353, 220, 1691, 8, 489, 320, 17, 353, 220, 717, 8, 284, 220, 16367, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(12 * 21) + (2 * 12) = 277<｜Assistant｜><think>
"
(31 + 16) - (12 * 18) = -173,False,"[128000, 128011, 7, 2148, 489, 220, 845, 8, 482, 320, 717, 353, 220, 972, 8, 284, 482, 11908, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(31 + 16) - (12 * 18) = -173<｜Assistant｜><think>
"
(2 + 38) * (14 * 1) = 560,True,"[128000, 128011, 7, 17, 489, 220, 1987, 8, 353, 320, 975, 353, 220, 16, 8, 284, 220, 17698, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(2 + 38) * (14 * 1) = 560<｜Assistant｜><think>
"
(35 * 9) - (11 + 18) = 290,False,"[128000, 128011, 7, 1758, 353, 220, 24, 8, 482, 320, 806, 489, 220, 972, 8, 284, 220, 13754, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(35 * 9) - (11 + 18) = 290<｜Assistant｜><think>
"
(14 - 2) * (8 * 17) = 1628,False,"[128000, 128011, 7, 975, 482, 220, 17, 8, 353, 320, 23, 353, 220, 1114, 8, 284, 220, 10674, 23, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(14 - 2) * (8 * 17) = 1628<｜Assistant｜><think>
"
(32 - 16) - (3 * 7) = -6,False,"[128000, 128011, 7, 843, 482, 220, 845, 8, 482, 320, 18, 353, 220, 22, 8, 284, 482, 21, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(32 - 16) - (3 * 7) = -6<｜Assistant｜><think>
"
(33 + 31) * (7 * 16) = 7168,True,"[128000, 128011, 7, 1644, 489, 220, 2148, 8, 353, 320, 22, 353, 220, 845, 8, 284, 220, 23929, 23, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(33 + 31) * (7 * 16) = 7168<｜Assistant｜><think>
"
(28 - 15) * (18 - 5) = 169,True,"[128000, 128011, 7, 1591, 482, 220, 868, 8, 353, 320, 972, 482, 220, 20, 8, 284, 220, 11739, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(28 - 15) * (18 - 5) = 169<｜Assistant｜><think>
"
(7 - 25) - (7 * 3) = -34,False,"[128000, 128011, 7, 22, 482, 220, 914, 8, 482, 320, 22, 353, 220, 18, 8, 284, 482, 1958, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(7 - 25) - (7 * 3) = -34<｜Assistant｜><think>
"
(19 - 2) + (15 / 15) = 14,False,"[128000, 128011, 7, 777, 482, 220, 17, 8, 489, 320, 868, 611, 220, 868, 8, 284, 220, 975, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(19 - 2) + (15 / 15) = 14<｜Assistant｜><think>
"
(31 - 11) + (3 + 20) = 43,True,"[128000, 128011, 7, 2148, 482, 220, 806, 8, 489, 320, 18, 489, 220, 508, 8, 284, 220, 3391, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(31 - 11) + (3 + 20) = 43<｜Assistant｜><think>
"
(24 * 2) + (15 - 20) = 44,False,"[128000, 128011, 7, 1187, 353, 220, 17, 8, 489, 320, 868, 482, 220, 508, 8, 284, 220, 2096, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(24 * 2) + (15 - 20) = 44<｜Assistant｜><think>
"
(34 * 16) * (3 / 1) = 1632,True,"[128000, 128011, 7, 1958, 353, 220, 845, 8, 353, 320, 18, 611, 220, 16, 8, 284, 220, 9892, 17, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(34 * 16) * (3 / 1) = 1632<｜Assistant｜><think>
"
(5 - 18) - (4 - 12) = -6,False,"[128000, 128011, 7, 20, 482, 220, 972, 8, 482, 320, 19, 482, 220, 717, 8, 284, 482, 21, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(5 - 18) - (4 - 12) = -6<｜Assistant｜><think>
"
(29 + 27) * (19 + 10) = 1621,False,"[128000, 128011, 7, 1682, 489, 220, 1544, 8, 353, 320, 777, 489, 220, 605, 8, 284, 220, 10674, 16, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(29 + 27) * (19 + 10) = 1621<｜Assistant｜><think>
"
(25 + 34) * (18 / 1) = 1062,True,"[128000, 128011, 7, 914, 489, 220, 1958, 8, 353, 320, 972, 611, 220, 16, 8, 284, 220, 7461, 17, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(25 + 34) * (18 / 1) = 1062<｜Assistant｜><think>
"
(8 - 29) + (20 - 10) = -12,False,"[128000, 128011, 7, 23, 482, 220, 1682, 8, 489, 320, 508, 482, 220, 605, 8, 284, 482, 717, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(8 - 29) + (20 - 10) = -12<｜Assistant｜><think>
"
(18 * 5) + (14 - 13) = 91,True,"[128000, 128011, 7, 972, 353, 220, 20, 8, 489, 320, 975, 482, 220, 1032, 8, 284, 220, 5925, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(18 * 5) + (14 - 13) = 91<｜Assistant｜><think>
"
(36 * 24) + (13 + 6) = 883,True,"[128000, 128011, 7, 1927, 353, 220, 1187, 8, 489, 320, 1032, 489, 220, 21, 8, 284, 220, 24902, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(36 * 24) + (13 + 6) = 883<｜Assistant｜><think>
"
(3 * 23) - (19 + 16) = 34,True,"[128000, 128011, 7, 18, 353, 220, 1419, 8, 482, 320, 777, 489, 220, 845, 8, 284, 220, 1958, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(3 * 23) - (19 + 16) = 34<｜Assistant｜><think>
"
(5 - 18) - (4 - 12) = -5,True,"[128000, 128011, 7, 20, 482, 220, 972, 8, 482, 320, 19, 482, 220, 717, 8, 284, 482, 20, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(5 - 18) - (4 - 12) = -5<｜Assistant｜><think>
"
(39 - 12) - (8 * 19) = -125,True,"[128000, 128011, 7, 2137, 482, 220, 717, 8, 482, 320, 23, 353, 220, 777, 8, 284, 482, 6549, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(39 - 12) - (8 * 19) = -125<｜Assistant｜><think>
"
(15 * 27) / (3 - 6) = -136,False,"[128000, 128011, 7, 868, 353, 220, 1544, 8, 611, 320, 18, 482, 220, 21, 8, 284, 482, 9795, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(15 * 27) / (3 - 6) = -136<｜Assistant｜><think>
"
(26 * 7) / (13 - 6) = 26,True,"[128000, 128011, 7, 1627, 353, 220, 22, 8, 611, 320, 1032, 482, 220, 21, 8, 284, 220, 1627, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(26 * 7) / (13 - 6) = 26<｜Assistant｜><think>
"
(30 * 15) - (7 - 11) = 456,False,"[128000, 128011, 7, 966, 353, 220, 868, 8, 482, 320, 22, 482, 220, 806, 8, 284, 220, 10961, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(30 * 15) - (7 - 11) = 456<｜Assistant｜><think>
"
(36 - 19) - (3 + 8) = 8,False,"[128000, 128011, 7, 1927, 482, 220, 777, 8, 482, 320, 18, 489, 220, 23, 8, 284, 220, 23, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(36 - 19) - (3 + 8) = 8<｜Assistant｜><think>
"
(28 * 32) - (17 / 1) = 876,False,"[128000, 128011, 7, 1591, 353, 220, 843, 8, 482, 320, 1114, 611, 220, 16, 8, 284, 220, 24870, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(28 * 32) - (17 / 1) = 876<｜Assistant｜><think>
"
(21 * 19) - (13 * 17) = 175,False,"[128000, 128011, 7, 1691, 353, 220, 777, 8, 482, 320, 1032, 353, 220, 1114, 8, 284, 220, 10005, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(21 * 19) - (13 * 17) = 175<｜Assistant｜><think>
"
(39 + 5) - (5 + 10) = 29,True,"[128000, 128011, 7, 2137, 489, 220, 20, 8, 482, 320, 20, 489, 220, 605, 8, 284, 220, 1682, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(39 + 5) - (5 + 10) = 29<｜Assistant｜><think>
"
(34 / 17) * (1 - 7) = -12,True,"[128000, 128011, 7, 1958, 611, 220, 1114, 8, 353, 320, 16, 482, 220, 22, 8, 284, 482, 717, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(34 / 17) * (1 - 7) = -12<｜Assistant｜><think>
"
(28 + 6) * (2 + 2) = 136,True,"[128000, 128011, 7, 1591, 489, 220, 21, 8, 353, 320, 17, 489, 220, 17, 8, 284, 220, 9795, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(28 + 6) * (2 + 2) = 136<｜Assistant｜><think>
"
(28 * 35) - (10 * 11) = 872,False,"[128000, 128011, 7, 1591, 353, 220, 1758, 8, 482, 320, 605, 353, 220, 806, 8, 284, 220, 25303, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(28 * 35) - (10 * 11) = 872<｜Assistant｜><think>
"
(18 / 3) / (6 - 9) = -2,True,"[128000, 128011, 7, 972, 611, 220, 18, 8, 611, 320, 21, 482, 220, 24, 8, 284, 482, 17, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(18 / 3) / (6 - 9) = -2<｜Assistant｜><think>
"
(10 + 32) + (5 * 15) = 117,True,"[128000, 128011, 7, 605, 489, 220, 843, 8, 489, 320, 20, 353, 220, 868, 8, 284, 220, 8546, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(10 + 32) + (5 * 15) = 117<｜Assistant｜><think>
"
(33 + 31) - (2 + 1) = 58,False,"[128000, 128011, 7, 1644, 489, 220, 2148, 8, 482, 320, 17, 489, 220, 16, 8, 284, 220, 2970, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(33 + 31) - (2 + 1) = 58<｜Assistant｜><think>
"
(9 * 7) * (18 * 20) = 22680,True,"[128000, 128011, 7, 24, 353, 220, 22, 8, 353, 320, 972, 353, 220, 508, 8, 284, 220, 14057, 1490, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(9 * 7) * (18 * 20) = 22680<｜Assistant｜><think>
"
(22 - 34) - (15 * 12) = -192,True,"[128000, 128011, 7, 1313, 482, 220, 1958, 8, 482, 320, 868, 353, 220, 717, 8, 284, 482, 5926, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(22 - 34) - (15 * 12) = -192<｜Assistant｜><think>
"
(35 - 10) - (9 + 7) = 9,True,"[128000, 128011, 7, 1758, 482, 220, 605, 8, 482, 320, 24, 489, 220, 22, 8, 284, 220, 24, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(35 - 10) - (9 + 7) = 9<｜Assistant｜><think>
"
(5 - 37) - (15 - 11) = -33,False,"[128000, 128011, 7, 20, 482, 220, 1806, 8, 482, 320, 868, 482, 220, 806, 8, 284, 482, 1644, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(5 - 37) - (15 - 11) = -33<｜Assistant｜><think>
"
(40 * 34) + (12 + 19) = 1391,True,"[128000, 128011, 7, 1272, 353, 220, 1958, 8, 489, 320, 717, 489, 220, 777, 8, 284, 220, 10125, 16, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(40 * 34) + (12 + 19) = 1391<｜Assistant｜><think>
"
(1 * 40) + (13 + 13) = 70,False,"[128000, 128011, 7, 16, 353, 220, 1272, 8, 489, 320, 1032, 489, 220, 1032, 8, 284, 220, 2031, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(1 * 40) + (13 + 13) = 70<｜Assistant｜><think>
"
(19 - 36) * (2 - 18) = 272,True,"[128000, 128011, 7, 777, 482, 220, 1927, 8, 353, 320, 17, 482, 220, 972, 8, 284, 220, 15741, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(19 - 36) * (2 - 18) = 272<｜Assistant｜><think>
"
(34 + 34) * (12 * 4) = 3264,True,"[128000, 128011, 7, 1958, 489, 220, 1958, 8, 353, 320, 717, 353, 220, 19, 8, 284, 220, 17470, 19, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(34 + 34) * (12 * 4) = 3264<｜Assistant｜><think>
"
(4 - 27) * (5 + 14) = -435,False,"[128000, 128011, 7, 19, 482, 220, 1544, 8, 353, 320, 20, 489, 220, 975, 8, 284, 482, 19305, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(4 - 27) * (5 + 14) = -435<｜Assistant｜><think>
"
