statement,label,stmt1_id,stmt2_id
It is the case both that The city of Antananarivo is in Egypt. and that The city of Sevastopol is in Brazil..,0,96,742
It is the case both that The city of Kimhae is in South Korea. and that The city of Itabashi is in Japan..,1,569,294
It is the case both that The city of Dandong is in China. and that The city of Jakarta is in Indonesia..,1,461,552
It is the case both that The city of Bijie is in Brazil. and that The city of Port Said is in Egypt..,0,796,850
It is the case both that The city of Gustavo Adolfo Madero is in Mexico. and that The city of Jiaxing is in China..,1,1175,208
It is the case both that The city of Warri is in Nigeria. and that The city of Loni is in Indonesia..,0,584,846
It is the case both that The city of Soacha is in Colombia. and that The city of Sevastopol is in Ukraine..,1,360,9
It is the case both that The city of Qionghai is in Tanzania. and that The city of Rizhao is in India..,0,229,888
It is the case both that The city of Ecatepec de Morelos is in Lebanon. and that The city of Zhongwei is in Jamaica..,0,251,380
It is the case both that The city of Binh Thanh is in Vietnam. and that The city of Wuwei is in China..,1,190,151
It is the case both that The city of Katsina is in South Korea. and that The city of Selayang Baru Utara is in Malaysia..,0,1086,1087
It is the case both that The city of Serang is in Indonesia. and that The city of Thu GJuc is in India..,0,29,697
It is the case both that The city of Comilla is in Bangladesh. and that The city of Maputo is in Mozambique..,1,191,829
It is the case both that The city of Khartoum is in India. and that The city of Amravati is in India..,0,263,838
It is the case both that The city of Bujumbura is in China. and that The city of New Kingston is in Jordan..,0,1038,247
It is the case both that The city of Libreville is in Gabon. and that The city of Vinh is in Vietnam..,1,974,629
It is the case both that The city of Linyi is in China. and that The city of Taiz is in Nigeria..,0,469,1006
It is the case both that The city of Marseille is in France. and that The city of Auckland is in New Zealand..,1,218,1093
It is the case both that The city of Zhu Cheng City is in China. and that The city of Calabar is in Nigeria..,1,35,291
It is the case both that The city of Juiz de Fora is in Brazil. and that The city of Jiaozhou is in China..,1,191,494
It is the case both that The city of Ulsan is in South Korea. and that The city of Aleppo is in Syria..,1,1063,467
It is the case both that The city of Mexico City is in Mexico. and that The city of Warri is in Nigeria..,1,188,584
It is the case both that The city of Managua is in Nicaragua. and that The city of Kayseri is in Turkey..,1,262,415
It is the case both that The city of Shaoxing is in China. and that The city of Kananga is in the Democratic Republic of the Congo..,1,249,186
It is the case both that The city of Agadir is in Morocco. and that The city of Bhiwandi is in India..,1,145,317
It is the case both that The city of Chunian is in Pakistan. and that The city of Erode is in India..,1,200,58
It is the case both that The city of Orumiyeh is in Iran. and that The city of Hangzhou is in Indonesia..,0,319,217
It is the case both that The city of Ta'if is in Nigeria. and that The city of Bandar Lampung is in Indonesia..,0,1104,601
It is the case both that The city of Kayseri is in Turkey. and that The city of Makati City is in the Philippines..,1,415,677
It is the case both that The city of Lyon is in China. and that The city of Niamey is in Niger..,0,139,55
It is the case both that The city of Laiwu is in China. and that The city of Lubango is in Angola..,1,1098,361
It is the case both that The city of Tangshan is in India. and that The city of Ningbo is in China..,0,125,488
It is the case both that The city of Mirpur Model Thana is in Bangladesh. and that The city of Zamboanga is in India..,0,668,446
It is the case both that The city of Dodoma is in Tanzania. and that The city of Qionghai is in Tanzania..,0,263,229
It is the case both that The city of Abidjan is in Brazil. and that The city of Huaibei is in China..,0,1012,720
It is the case both that The city of Vilnius is in Lithuania. and that The city of Suqian is in China..,1,318,996
It is the case both that The city of Tiruppur is in India. and that The city of Mississauga is in Canada..,1,379,537
It is the case both that The city of Laibin is in Egypt. and that The city of Semarang is in Indonesia..,0,123,793
It is the case both that The city of Quebec is in India. and that The city of Baku is in China..,0,324,849
It is the case both that The city of Chuxiong is in Russia. and that The city of General Santos is in Canada..,0,450,467
It is the case both that The city of Can Tho is in Vietnam. and that The city of Karol Bagh is in India..,1,214,292
It is the case both that The city of Bucheon-si is in Uzbekistan. and that The city of Esenyurt is in Jordan..,0,390,19
It is the case both that The city of Calabar is in Uganda. and that The city of Dandong is in China..,0,171,461
It is the case both that The city of Namangan is in Brazil. and that The city of Maianga is in China..,0,1,546
It is the case both that The city of Isfahan is in Iran. and that The city of Santiago de Queretaro is in Mexico..,1,131,728
It is the case both that The city of Hachioji is in Japan. and that The city of Huaibei is in China..,1,270,720
It is the case both that The city of Camama is in Angola. and that The city of Ganzhou is in China..,1,400,498
It is the case both that The city of Queens is in China. and that The city of Fes is in Morocco..,0,466,321
It is the case both that The city of Rui'an is in China. and that The city of Calgary is in China..,0,515,484
It is the case both that The city of Jiamusi is in China. and that The city of Jieyang is in Russia..,0,1015,500
It is the case both that The city of Macapa is in Iraq. and that The city of Kitakyushu is in Nigeria..,0,688,463
It is the case both that The city of Astrakhan is in Russia. and that The city of Novosibirsk is in Russia..,1,822,51
It is the case both that The city of Harare is in Zimbabwe. and that The city of Bucharest is in Romania..,1,24,109
It is the case both that The city of Hengyang is in China. and that The city of Handan is in China..,1,420,462
It is the case both that The city of Lanzhou is in China. and that The city of Hengyang is in China..,1,340,420
It is the case both that The city of Hubballi is in India. and that The city of Handan is in China..,1,372,462
It is the case both that The city of Johor Bahru is in Malaysia. and that The city of Nanchang is in China..,1,1071,1099
It is the case both that The city of Agege is in Japan. and that The city of Dandong is in Indonesia..,0,400,290
It is the case both that The city of Likasi is in the Democratic Republic of the Congo. and that The city of Weihai is in China..,1,764,493
It is the case both that The city of Kagoshima is in Japan. and that The city of Bulawayo is in Zimbabwe..,1,486,393
It is the case both that The city of Borama is in South Korea. and that The city of Chattogram is in Djibouti..,0,416,1106
It is the case both that The city of Linfen is in China. and that The city of Agadir is in Morocco..,1,302,145
It is the case both that The city of Ipoh is in Ghana. and that The city of Jieyang is in China..,0,702,236
It is the case both that The city of Krasnodar is in Russia. and that The city of Bloemfontein is in South Africa..,1,410,168
It is the case both that The city of Kobe is in Japan. and that The city of Golfe is in Angola..,1,458,645
It is the case both that The city of Enugu is in China. and that The city of Serang is in Indonesia..,0,1100,29
It is the case both that The city of Dombivali is in India. and that The city of Jieyang is in China..,1,836,236
It is the case both that The city of Shijiazhuang is in China. and that The city of Yangquan is in China..,1,384,50
It is the case both that The city of Niamey is in South Korea. and that The city of Tiruchirappalli is in China..,0,223,149
It is the case both that The city of Wanzhou is in Guinea. and that The city of Shizuishan is in China..,0,381,228
It is the case both that The city of Surat is in India. and that The city of Abobo is in Saudi Arabia..,0,557,108
It is the case both that The city of Munich is in Syria. and that The city of Ibadan is in Nigeria..,0,712,365
It is the case both that The city of Orenburg is in Turkey. and that The city of Chuxiong is in Russia..,0,981,450
It is the case both that The city of Leon de los Aldama is in Somalia. and that The city of Irbid is in Jordan..,0,55,95
It is the case both that The city of Mexicali is in Mexico. and that The city of Guilin is in Nigeria..,0,503,399
It is the case both that The city of Xingtai is in Kazakhstan. and that The city of Suginami is in China..,0,319,127
It is the case both that The city of Ha'il is in Saudi Arabia. and that The city of Samarinda is in Indonesia..,1,308,1125
It is the case both that The city of Weinan is in China. and that The city of Enugu is in Nigeria..,1,42,44
It is the case both that The city of Auckland is in China. and that The city of Setagaya is in Japan..,0,348,363
It is the case both that The city of Wenzhou is in China. and that The city of Omsk is in Russia..,1,396,424
It is the case both that The city of Chisinau is in Moldova. and that The city of Bujumbura is in Burundi..,1,186,352
It is the case both that The city of Lubango is in India. and that The city of Pingliang is in China..,0,354,290
It is the case both that The city of Budta is in the Philippines. and that The city of Shaoxing is in China..,1,463,249
It is the case both that The city of Latakia is in Syria. and that The city of Seoul is in South Korea..,1,289,878
It is the case both that The city of Nagoya is in India. and that The city of Thembisa is in Yemen..,0,469,282
It is the case both that The city of Malang is in Angola. and that The city of Mexicali is in Mexico..,0,579,503
It is the case both that The city of Nairobi is in Kenya. and that The city of Kunming is in China..,1,968,77
It is the case both that The city of Guwahati is in India. and that The city of Ciudad Juarez is in Japan..,0,874,636
It is the case both that The city of Quebec is in India. and that The city of Naucalpan de Juarez is in Mexico..,0,324,271
It is the case both that The city of Port-au-Prince is in Haiti. and that The city of Novosibirsk is in Russia..,1,555,51
It is the case both that The city of Ebute Ikorodu is in Nigeria. and that The city of Munich is in Germany..,1,386,993
It is the case both that The city of Hanzhong is in China. and that The city of Evaton is in South Africa..,1,813,315
It is the case both that The city of Barranquilla is in Colombia. and that The city of Soshanguve is in India..,0,166,565
It is the case both that The city of Hohhot is in Pakistan. and that The city of Beira is in China..,0,472,687
It is the case both that The city of Saratov is in Russia. and that The city of Zhumadian is in China..,1,157,973
It is the case both that The city of Pasig City is in the Philippines. and that The city of Ilorin is in India..,0,578,117
It is the case both that The city of Calabar is in Nigeria. and that The city of Brasilia is in Venezuela..,0,291,928
It is the case both that The city of Guang'an is in China. and that The city of Kuala Lumpur is in Malaysia..,1,882,34
It is the case both that The city of Pimpri-Chinchwad is in India. and that The city of Hue is in Iraq..,0,440,640
It is the case both that The city of Barranquilla is in Colombia. and that The city of Mbeya is in Tanzania..,1,166,876
It is the case both that The city of Tabriz is in Iran. and that The city of Setagaya is in Hungary..,0,432,1064
It is the case both that The city of Xuhui is in China. and that The city of Anshun is in China..,1,762,253
It is the case both that The city of Kalyan is in India. and that The city of Lviv is in Ukraine..,1,1054,912
It is the case both that The city of Addis Ababa is in Ethiopia. and that The city of Suginami is in Japan..,1,410,11
It is the case both that The city of Kirkuk is in Iraq. and that The city of Nanded is in India..,1,863,242
It is the case both that The city of Arak is in India. and that The city of Changwon is in South Korea..,0,980,862
It is the case both that The city of Beirut is in Lebanon. and that The city of Zhuzhou is in China..,1,304,348
It is the case both that The city of Pudong is in Morocco. and that The city of Suginami is in Japan..,0,922,11
It is the case both that The city of Anshan is in China. and that The city of Tshikapa is in the Democratic Republic of the Congo..,1,269,314
It is the case both that The city of Agege is in Japan. and that The city of Yinchuan is in France..,0,400,1033
It is the case both that The city of Libreville is in Gabon. and that The city of Jiamusi is in China..,1,974,1015
It is the case both that The city of Guang'an is in Japan. and that The city of Wenzhou is in Colombia..,0,337,344
It is the case both that The city of Bucaramanga is in Colombia. and that The city of Omsk is in Finland..,0,670,185
It is the case both that The city of Pelentong is in Malaysia. and that The city of Bhilai is in India..,1,138,483
It is the case both that The city of Puente Alto is in Chile. and that The city of Niluefer is in Mexico..,0,406,854
It is the case both that The city of Denpasar is in Indonesia. and that The city of Ulhasnagar is in India..,1,174,959
It is the case both that The city of Jajmau is in India. and that The city of Tiruppur is in India..,1,1004,379
It is the case both that The city of Dharavi is in India. and that The city of Luohu District is in Turkey..,0,696,459
It is the case both that The city of Najran is in Saudi Arabia. and that The city of Lusaka is in Zambia..,1,156,1133
It is the case both that The city of Bhavnagar is in China. and that The city of Zhaoqing is in Mexico..,0,722,403
It is the case both that The city of Bhavnagar is in India. and that The city of Ecatepec de Morelos is in Mexico..,1,682,907
It is the case both that The city of Harare is in India. and that The city of Al Ahmadi is in Yemen..,0,1156,1045
It is the case both that The city of Port-au-Prince is in Haiti. and that The city of Cheonan is in South Korea..,1,555,490
It is the case both that The city of Abeokuta is in Bangladesh. and that The city of Kota Kuala Muda is in Malaysia..,0,89,92
It is the case both that The city of Rasapudipalem is in Cambodia. and that The city of Serang is in Sudan..,0,453,985
It is the case both that The city of Jieyang is in China. and that The city of Sarajevo is in Bosnia and Herzegovina..,1,236,1053
It is the case both that The city of Ho Chi Minh City is in Nigeria. and that The city of Nagpur is in India..,0,90,440
It is the case both that The city of Zhangzhou is in China. and that The city of Belford Roxo is in Brazil..,1,991,999
It is the case both that The city of Aracaju is in Brazil. and that The city of Hubballi is in India..,1,982,372
It is the case both that The city of Warri is in Myanmar. and that The city of Weifang is in China..,0,347,420
It is the case both that The city of Taiz is in Nigeria. and that The city of Oujda is in Morocco..,0,1006,592
It is the case both that The city of Nagoya is in India. and that The city of Benxi is in China..,0,469,766
It is the case both that The city of Oujda is in Japan. and that The city of Pest is in Hungary..,0,305,22
It is the case both that The city of Weifang is in China. and that The city of Tshikapa is in the Democratic Republic of the Congo..,1,420,314
It is the case both that The city of Mexicali is in Mexico. and that The city of Yaounde is in Cameroon..,1,503,104
It is the case both that The city of Bhavnagar is in India. and that The city of Daejeon is in South Korea..,1,682,1183
It is the case both that The city of Jamshedpur is in India. and that The city of Benin City is in Saudi Arabia..,0,57,1096
It is the case both that The city of San Pedro Sula is in Côte d'Ivoire. and that The city of Dehradun is in India..,0,409,49
It is the case both that The city of Andijon is in Uzbekistan. and that The city of Maturin is in Venezuela..,1,207,204
It is the case both that The city of Helsinki is in Finland. and that The city of Chelyabinsk is in Russia..,1,115,175
It is the case both that The city of Douala is in Cameroon. and that The city of Cankaya is in Mozambique..,0,511,977
It is the case both that The city of Pasig City is in Syria. and that The city of Jaboatao dos Guararapes is in Japan..,0,777,1192
It is the case both that The city of Maoming is in China. and that The city of Oklahoma City is in the United States..,1,479,884
It is the case both that The city of Dhanbad is in the United States. and that The city of Denpasar is in Indonesia..,0,1127,174
It is the case both that The city of Incheon is in South Korea. and that The city of Pimpri-Chinchwad is in India..,1,605,440
It is the case both that The city of Nellore is in India. and that The city of Hegang is in China..,1,165,643
It is the case both that The city of Quezon City is in the Philippines. and that The city of Bulawayo is in Zimbabwe..,1,65,393
It is the case both that The city of Yekaterinburg is in Russia. and that The city of Jajmau is in India..,1,441,1004
It is the case both that The city of Puning is in Russia. and that The city of Queens is in China..,0,48,466
It is the case both that The city of Baoji is in China. and that The city of Mexico City is in Mexico..,1,437,188
It is the case both that The city of Kota Kuala Muda is in Malaysia. and that The city of Tijuana is in Mexico..,1,92,978
It is the case both that The city of Rohini is in India. and that The city of Samarinda is in Indonesia..,1,538,1125
It is the case both that The city of Moradabad is in India. and that The city of Sanya is in China..,1,1186,788
It is the case both that The city of Pasig City is in Syria. and that The city of Benoni is in South Africa..,0,777,421
It is the case both that The city of Kirkuk is in Iraq. and that The city of Calgary is in Canada..,1,863,885
It is the case both that The city of Yaounde is in Cameroon. and that The city of Siping is in China..,1,104,431
It is the case both that The city of Himeji is in the United States. and that The city of Muzaffarabad is in India..,0,141,69
It is the case both that The city of Cancun is in Mexico. and that The city of Luohu District is in China..,1,205,220
It is the case both that The city of Jeonju is in Egypt. and that The city of Shangqiu is in Uzbekistan..,0,497,72
It is the case both that The city of Winnipeg is in Indonesia. and that The city of Ibb is in Yemen..,0,398,413
It is the case both that The city of Niamey is in Niger. and that The city of Longyan is in China..,1,55,56
It is the case both that The city of Bhubaneswar is in India. and that The city of Bucaramanga is in Colombia..,1,378,670
It is the case both that The city of Maceio is in China. and that The city of Tomsk is in the Philippines..,0,22,690
It is the case both that The city of Hebi is in China. and that The city of Guwahati is in China..,0,499,313
It is the case both that The city of Hermosillo is in China. and that The city of Sulaymaniyah is in Iraq..,0,351,275
It is the case both that The city of Kobe is in China. and that The city of Ndola is in Poland..,0,558,425
It is the case both that The city of Jiujiang is in India. and that The city of N'Djamena is in China..,0,182,126
It is the case both that The city of Nasiriyah is in Iraq. and that The city of New South Memphis is in the United States..,1,107,188
It is the case both that The city of Benoni is in South Africa. and that The city of Marseille is in China..,0,421,169
It is the case both that The city of Bucaramanga is in Turkey. and that The city of Navi Mumbai is in China..,0,461,87
It is the case both that The city of Victoria de Durango is in Mexico. and that The city of Matsuyama is in Japan..,1,1185,58
It is the case both that The city of Macapa is in Brazil. and that The city of Abidjan is in Côte d'Ivoire..,1,190,768
It is the case both that The city of Chuzhou is in Bangladesh. and that The city of Ya'an is in China..,0,695,23
It is the case both that The city of Zigong is in China. and that The city of Rohini is in India..,1,608,538
It is the case both that The city of Ulsan is in China. and that The city of Xinyu is in India..,0,1070,236
It is the case both that The city of Muzaffarabad is in India. and that The city of Ciudad Nezahualcoyotl is in Bangladesh..,0,69,743
It is the case both that The city of Ha'il is in Saudi Arabia. and that The city of Benguela is in Angola..,1,308,649
It is the case both that The city of Gujrat is in Pakistan. and that The city of Al Basrah al Qadimah is in China..,0,107,114
It is the case both that The city of Vinh is in Vietnam. and that The city of Songjiang is in China..,1,629,826
It is the case both that The city of Qujing is in Turkey. and that The city of Yangjiang is in China..,0,358,535
It is the case both that The city of Homs is in Morocco. and that The city of Puente Alto is in China..,0,653,52
It is the case both that The city of Nuremberg is in China. and that The city of Jalandhar is in Russia..,0,103,741
It is the case both that The city of Port Said is in Egypt. and that The city of Pyongyang is in North Korea..,1,850,49
It is the case both that The city of Jammu is in India. and that The city of Fushun is in Indonesia..,0,1089,226
It is the case both that The city of Ipoh is in Malaysia. and that The city of UEskuedar is in Turkey..,1,8,196
It is the case both that The city of Gustavo Adolfo Madero is in China. and that The city of Mysuru is in China..,0,368,1153
It is the case both that The city of Qionghai is in China. and that The city of Bareilly is in North Korea..,0,847,502
It is the case both that The city of Indianapolis is in the United States. and that The city of Niluefer is in Turkey..,1,187,300
It is the case both that The city of Naberezhnyye Chelny is in China. and that The city of Jinzhong is in China..,0,234,2
It is the case both that The city of Pikine is in India. and that The city of Kyiv is in Ukraine..,0,418,476
It is the case both that The city of Yunfu is in Indonesia. and that The city of Hubballi is in India..,0,417,372
It is the case both that The city of Almaty is in Kazakhstan. and that The city of Longyan is in China..,1,918,56
It is the case both that The city of Kasur is in Pakistan. and that The city of Moradabad is in India..,1,632,1186
It is the case both that The city of Zhongwei is in China. and that The city of Auckland is in New Zealand..,1,276,1093
It is the case both that The city of Thembisa is in South Africa. and that The city of Chongming is in Tanzania..,0,201,1043
It is the case both that The city of Kikwit is in the Democratic Republic of the Congo. and that The city of Orenburg is in Russia..,1,114,887
It is the case both that The city of Mumbai is in India. and that The city of Taicang is in Nigeria..,0,329,71
It is the case both that The city of Arequipa is in Peru. and that The city of Siping is in China..,1,444,431
It is the case both that The city of Juiz de Fora is in Brazil. and that The city of Seoul is in South Korea..,1,191,878
It is the case both that The city of Gqeberha is in China. and that The city of Aleppo is in Turkey..,0,1079,90
It is the case both that The city of The Bronx is in the United States. and that The city of Beirut is in India..,0,259,965
It is the case both that The city of Nouakchott is in Mauritania. and that The city of Jiaozuo is in China..,1,185,860
It is the case both that The city of Sultanah is in China. and that The city of Wroclaw is in China..,0,1155,350
It is the case both that The city of Naucalpan de Juarez is in Mexico. and that The city of Paranaque City is in the Philippines..,1,271,737
It is the case both that The city of Shijiazhuang is in Belarus. and that The city of UEruemqi is in Bangladesh..,0,1138,208
It is the case both that The city of Dombivali is in India. and that The city of Tasikmalaya is in Indonesia..,1,836,834
It is the case both that The city of Kermanshah is in Iran. and that The city of Sholapur is in India..,1,209,547
It is the case both that The city of Zhenjiang is in Norway. and that The city of Orenburg is in Turkey..,0,548,981
It is the case both that The city of Nyala is in China. and that The city of Bijie is in China..,0,476,657
It is the case both that The city of Chongqing is in China. and that The city of Dhanbad is in India..,1,438,433
It is the case both that The city of Goyang-si is in South Korea. and that The city of Shekhupura is in Lithuania..,0,633,801
It is the case both that The city of UEruemqi is in China. and that The city of Weihai is in Tajikistan..,0,613,757
It is the case both that The city of Lahore is in Pakistan. and that The city of San Luis Potosi is in China..,0,386,1140
It is the case both that The city of Ahmedabad is in India. and that The city of Shangqiu is in China..,1,1084,97
It is the case both that The city of Phnom Penh is in Cambodia. and that The city of Puning is in China..,1,823,31
It is the case both that The city of Heroica Matamoros is in China. and that The city of Cucuta is in Colombia..,0,322,748
It is the case both that The city of Curitiba is in Brazil. and that The city of Jinzhong is in Russia..,0,710,246
It is the case both that The city of Santiago de Cuba is in China. and that The city of Cimahi is in Egypt..,0,1069,619
It is the case both that The city of Ananindeua is in Iran. and that The city of Malacca is in China..,0,285,995
It is the case both that The city of Abuja is in China. and that The city of Zhanjiang is in China..,0,156,1042
It is the case both that The city of Acapulco de Juarez is in Mexico. and that The city of Makassar is in Indonesia..,1,616,162
It is the case both that The city of Minhang is in China. and that The city of Dushanbe is in Tajikistan..,1,1040,167
It is the case both that The city of Novosibirsk is in Russia. and that The city of Zapopan is in Mexico..,1,51,955
It is the case both that The city of Pietermaritzburg is in South Africa. and that The city of Bukit Rahman Putra is in Malaysia..,1,639,1151
It is the case both that The city of Kumamoto is in Japan. and that The city of Akure is in Jordan..,0,234,310
It is the case both that The city of Detroit is in the Democratic Republic of the Congo. and that The city of Shaoxing is in South Korea..,0,308,899
It is the case both that The city of Qujing is in Turkey. and that The city of Agege is in Nigeria..,0,358,310
It is the case both that The city of Ouagadougou is in Burkina Faso. and that The city of Cebu City is in the Philippines..,1,1082,313
It is the case both that The city of Kemerovo is in Russia. and that The city of Tanggu is in Turkey..,0,6,26
It is the case both that The city of Ganzhou is in China. and that The city of Stockholm is in Sweden..,1,498,492
It is the case both that The city of Albuquerque is in the United States. and that The city of Kananga is in the Democratic Republic of the Congo..,1,729,186
It is the case both that The city of Guilin is in Nigeria. and that The city of Mysuru is in India..,0,399,532
It is the case both that The city of Tijuana is in Mexico. and that The city of Bilimora is in India..,1,978,79
It is the case both that The city of Handan is in China. and that The city of Cancun is in Mexico..,1,462,205
It is the case both that The city of Nanchong is in China. and that The city of Ghaziabad is in China..,0,772,972
It is the case both that The city of Bursa is in India. and that The city of Guangzhou is in the Democratic Republic of the Congo..,0,525,397
It is the case both that The city of Puning is in Russia. and that The city of Santiago de Queretaro is in Mexico..,0,48,728
It is the case both that The city of Pasir Gudang is in Malaysia. and that The city of Kampala is in Uganda..,1,466,892
It is the case both that The city of Orumiyeh is in Angola. and that The city of Aracaju is in the United States..,0,784,830
It is the case both that The city of Ra's Bayrut is in Lebanon. and that The city of Marrakesh is in China..,0,1035,689
It is the case both that The city of Liaocheng is in China. and that The city of Tlalpan is in Mexico..,1,202,27
It is the case both that The city of Quezon City is in the Philippines. and that The city of Tlaquepaque is in Sudan..,0,65,369
It is the case both that The city of Soshanguve is in South Africa. and that The city of Changchun is in China..,1,224,1167
It is the case both that The city of Seattle is in China. and that The city of Soweto is in South Africa..,0,152,458
It is the case both that The city of Jilin is in China. and that The city of Prayagraj is in China..,0,233,509
It is the case both that The city of Jaipur is in India. and that The city of Santiago de Cuba is in Cuba..,1,84,1017
It is the case both that The city of Luzhou is in China. and that The city of Khabarovsk is in Russia..,1,1170,172
It is the case both that The city of Winnipeg is in Canada. and that The city of Tegucigalpa is in Honduras..,1,1187,575
It is the case both that The city of Subang Jaya is in Malaysia. and that The city of Mbeya is in Tanzania..,1,367,876
It is the case both that The city of Victoria de Durango is in Mexico. and that The city of Ibague is in Colombia..,1,1185,540
It is the case both that The city of Guang'an is in Japan. and that The city of Qujing is in Turkey..,0,337,358
It is the case both that The city of Jambi City is in China. and that The city of Shubra al Khaymah is in Indonesia..,0,967,1169
It is the case both that The city of Shuangyashan is in China. and that The city of Lanzhou is in China..,1,715,340
It is the case both that The city of Madinat an Nasr is in Mexico. and that The city of Xiaogan is in Bangladesh..,0,245,336
It is the case both that The city of Bamako is in Mali. and that The city of Maiduguri is in China..,0,372,473
It is the case both that The city of Yangjiang is in China. and that The city of Budta is in the Philippines..,1,535,463
