statement,label,country,cities,stated_k,actual_k
"Exactly 2 of the following cities are in the Democratic Republic of the Congo: Kinshasa, Kolwezi.",1,the Democratic Republic of the Congo,"('Kinshasa', 'Kolwezi')",2,2
"Exactly 1 of the following cities are in Rwanda: Shangrao, Kigali.",1,Rwanda,"('Kigali', 'Shangrao')",1,1
"Exactly 2 of the following cities are in Sierra Leone: Tabriz, Subang Jaya.",0,Sierra Leone,"('Subang Jaya', 'Tabriz')",2,0
"Exactly 2 of the following cities are in Angola: Hoji ya Henda, Mulenvos.",1,Angola,"('Hoji ya Henda', 'Mulenvos')",2,2
"Exactly 1 of the following cities are in Ukraine: Kryvyy Rih, Kharkiv.",0,Ukraine,"('Kharkiv', 'Kryvyy Rih')",1,2
"Exactly 1 of the following cities are in Myanmar: Yangon, Isfahan.",1,Myanmar,"('Isfahan', 'Yangon')",1,1
"Exactly 0 of the following cities are in Angola: Benguela, Cabinda.",0,Angola,"('Benguela', 'Cabinda')",0,2
"Exactly 2 of the following cities are in South Africa: Pietermaritzburg, Sukkur.",0,South Africa,"('Pietermaritzburg', 'Sukkur')",2,1
"Exactly 2 of the following cities are in Germany: Xiangtan, Esenyurt.",0,Germany,"('Esenyurt', 'Xiangtan')",2,0
"Exactly 0 of the following cities are in Morocco: Tlalpan, Faridabad.",1,Morocco,"('Faridabad', 'Tlalpan')",0,0
"Exactly 2 of the following cities are in Bosnia and Herzegovina: Sarajevo, Muscat.",0,Bosnia and Herzegovina,"('Muscat', 'Sarajevo')",2,1
"Exactly 0 of the following cities are in Vietnam: Da Nang, Thuan An.",0,Vietnam,"('Da Nang', 'Thuan An')",0,2
"Exactly 2 of the following cities are in Uganda: Al Ahmadi, Chengdu.",0,Uganda,"('Al Ahmadi', 'Chengdu')",2,0
"Exactly 1 of the following cities are in Dominica: Cotonou, Cucuta.",0,Dominica,"('Cotonou', 'Cucuta')",1,0
"Exactly 2 of the following cities are in Brazil: Sao Jose dos Campos, Duque de Caxias.",1,Brazil,"('Duque de Caxias', 'Sao Jose dos Campos')",2,2
"Exactly 0 of the following cities are in Japan: Sadr City, Al Ahmadi.",1,Japan,"('Al Ahmadi', 'Sadr City')",0,0
"Exactly 1 of the following cities are in Colombia: Bucaramanga, Cucuta.",0,Colombia,"('Bucaramanga', 'Cucuta')",1,2
"Exactly 0 of the following cities are in Jordan: Yingkou, Andijon.",1,Jordan,"('Andijon', 'Yingkou')",0,0
"Exactly 2 of the following cities are in Colombia: Barranquilla, Bucaramanga.",1,Colombia,"('Barranquilla', 'Bucaramanga')",2,2
"Exactly 2 of the following cities are in Nigeria: Ajegunle, Enugu.",1,Nigeria,"('Ajegunle', 'Enugu')",2,2
"Exactly 1 of the following cities are in Afghanistan: Mazar-e Sharif, Niluefer.",1,Afghanistan,"('Mazar-e Sharif', 'Niluefer')",1,1
"Exactly 1 of the following cities are in Jamaica: New Kingston, Managua.",1,Jamaica,"('Managua', 'New Kingston')",1,1
"Exactly 0 of the following cities are in Moldova: Bauchi, Nha Trang.",1,Moldova,"('Bauchi', 'Nha Trang')",0,0
"Exactly 2 of the following cities are in Ukraine: Odesa, Kyiv.",1,Ukraine,"('Kyiv', 'Odesa')",2,2
"Exactly 0 of the following cities are in Bosnia and Herzegovina: Tonghua, Sarajevo.",0,Bosnia and Herzegovina,"('Sarajevo', 'Tonghua')",0,1
"Exactly 2 of the following cities are in Hungary: Vijayawada, N'Djamena.",0,Hungary,"(""N'Djamena"", 'Vijayawada')",2,0
"Exactly 2 of the following cities are in Bangladesh: Khulna, Rangpur.",1,Bangladesh,"('Khulna', 'Rangpur')",2,2
"Exactly 1 of the following cities are in Niger: Dakar, Niamey.",1,Niger,"('Dakar', 'Niamey')",1,1
"Exactly 2 of the following cities are in Indonesia: Cimahi, Jakarta.",1,Indonesia,"('Cimahi', 'Jakarta')",2,2
"Exactly 0 of the following cities are in Canada: Winnipeg, Thu GJuc.",0,Canada,"('Thu GJuc', 'Winnipeg')",0,1
"Exactly 1 of the following cities are in Azerbaijan: Handan, Zhabei.",0,Azerbaijan,"('Handan', 'Zhabei')",1,0
"Exactly 0 of the following cities are in Mozambique: Matola, Beira.",0,Mozambique,"('Beira', 'Matola')",0,2
"Exactly 0 of the following cities are in Colombia: Guilin, Soacha.",0,Colombia,"('Guilin', 'Soacha')",0,1
"Exactly 2 of the following cities are in the United States: Milwaukee, Queens.",1,the United States,"('Milwaukee', 'Queens')",2,2
"Exactly 1 of the following cities are in Slovenia: Cankaya, Cebu City.",0,Slovenia,"('Cankaya', 'Cebu City')",1,0
"Exactly 2 of the following cities are in the Maldives: Esenyurt, Surat.",0,the Maldives,"('Esenyurt', 'Surat')",2,0
"Exactly 2 of the following cities are in Bangladesh: Chattogram, Pallabi.",1,Bangladesh,"('Chattogram', 'Pallabi')",2,2
"Exactly 0 of the following cities are in Brazil: Curitiba, Brasilia.",0,Brazil,"('Brasilia', 'Curitiba')",0,2
"Exactly 0 of the following cities are in Turkey: Nanjing, Gaziantep.",0,Turkey,"('Gaziantep', 'Nanjing')",0,1
"Exactly 1 of the following cities are in Finland: Hebi, Ankara.",0,Finland,"('Ankara', 'Hebi')",1,0
"Exactly 2 of the following cities are in Yemen: Ibb, Sanaa.",1,Yemen,"('Ibb', 'Sanaa')",2,2
"Exactly 0 of the following cities are in Eritrea: Langfang, Ulyanovsk.",1,Eritrea,"('Langfang', 'Ulyanovsk')",0,0
"Exactly 2 of the following cities are in Togo: Bhubaneswar, Mudanjiang.",0,Togo,"('Bhubaneswar', 'Mudanjiang')",2,0
"Exactly 1 of the following cities are in Lebanon: Beirut, Shekhupura.",1,Lebanon,"('Beirut', 'Shekhupura')",1,1
"Exactly 2 of the following cities are in Indonesia: Pontianak, Malang.",1,Indonesia,"('Malang', 'Pontianak')",2,2
"Exactly 2 of the following cities are in Botswana: Madinah, Mississauga.",0,Botswana,"('Madinah', 'Mississauga')",2,0
"Exactly 2 of the following cities are in Sao Tome and Principe: Sargodha, Hanzhong.",0,Sao Tome and Principe,"('Hanzhong', 'Sargodha')",2,0
"Exactly 0 of the following cities are in Belarus: Pekanbaru, Homyel'.",0,Belarus,"(""Homyel'"", 'Pekanbaru')",0,1
"Exactly 2 of the following cities are in Laos: Cankaya, Vientiane.",0,Laos,"('Cankaya', 'Vientiane')",2,1
"Exactly 1 of the following cities are in Nigeria: Sholapur, Ashgabat.",0,Nigeria,"('Ashgabat', 'Sholapur')",1,0
"Exactly 1 of the following cities are in Saudi Arabia: Yangquan, Incheon.",0,Saudi Arabia,"('Incheon', 'Yangquan')",1,0
"Exactly 1 of the following cities are in Brazil: Porto Alegre, Thu GJuc.",1,Brazil,"('Porto Alegre', 'Thu GJuc')",1,1
"Exactly 1 of the following cities are in Mozambique: Nampula, Matola.",0,Mozambique,"('Matola', 'Nampula')",1,2
"Exactly 0 of the following cities are in India: Santo Domingo Oeste, Nowrangapur.",0,India,"('Nowrangapur', 'Santo Domingo Oeste')",0,1
"Exactly 0 of the following cities are in New Zealand: Tolyatti, Zanzibar.",1,New Zealand,"('Tolyatti', 'Zanzibar')",0,0
"Exactly 2 of the following cities are in Lithuania: Xuchang, Paranaque City.",0,Lithuania,"('Paranaque City', 'Xuchang')",2,0
"Exactly 1 of the following cities are in El Salvador: Tegucigalpa, Joao Pessoa.",0,El Salvador,"('Joao Pessoa', 'Tegucigalpa')",1,0
"Exactly 0 of the following cities are in Djibouti: Wuwei, Balbala.",0,Djibouti,"('Balbala', 'Wuwei')",0,1
"Exactly 2 of the following cities are in Canada: Kota Bharu, Quebec.",0,Canada,"('Kota Bharu', 'Quebec')",2,1
"Exactly 1 of the following cities are in Egypt: Shubra al Khaymah, Cuttack.",1,Egypt,"('Cuttack', 'Shubra al Khaymah')",1,1
"Exactly 0 of the following cities are in Chile: Puente Alto, Johannesburg.",0,Chile,"('Johannesburg', 'Puente Alto')",0,1
"Exactly 0 of the following cities are in Samoa: Kinshasa, Kallakurichi.",1,Samoa,"('Kallakurichi', 'Kinshasa')",0,0
"Exactly 0 of the following cities are in Sudan: Subang Jaya, Benin City.",1,Sudan,"('Benin City', 'Subang Jaya')",0,0
"Exactly 0 of the following cities are in South Africa: Madinat an Nasr, Johannesburg.",0,South Africa,"('Johannesburg', 'Madinat an Nasr')",0,1
"Exactly 1 of the following cities are in Cuba: Jaboatao dos Guararapes, Nizhniy Novgorod.",0,Cuba,"('Jaboatao dos Guararapes', 'Nizhniy Novgorod')",1,0
"Exactly 2 of the following cities are in Mexico: Torreon, Gustavo Adolfo Madero.",1,Mexico,"('Gustavo Adolfo Madero', 'Torreon')",2,2
"Exactly 0 of the following cities are in Ghana: Taiz, Warangal.",1,Ghana,"('Taiz', 'Warangal')",0,0
"Exactly 1 of the following cities are in Iran: Panzhihua, Kermanshah.",1,Iran,"('Kermanshah', 'Panzhihua')",1,1
"Exactly 0 of the following cities are in Cambodia: Zhongwei, N'Djamena.",1,Cambodia,"(""N'Djamena"", 'Zhongwei')",0,0
"Exactly 1 of the following cities are in Iran: Tehran, Orumiyeh.",0,Iran,"('Orumiyeh', 'Tehran')",1,2
"Exactly 0 of the following cities are in Serbia: Gujranwala, Enugu.",1,Serbia,"('Enugu', 'Gujranwala')",0,0
"Exactly 2 of the following cities are in Haiti: Mexicali, Port-au-Prince.",0,Haiti,"('Mexicali', 'Port-au-Prince')",2,1
"Exactly 0 of the following cities are in Mexico: Sangli, Huangshi.",1,Mexico,"('Huangshi', 'Sangli')",0,0
"Exactly 2 of the following cities are in Singapore: Panshan, Hamhung.",0,Singapore,"('Hamhung', 'Panshan')",2,0
"Exactly 1 of the following cities are in Kenya: Nairobi, Zhangjiagang.",1,Kenya,"('Nairobi', 'Zhangjiagang')",1,1
"Exactly 1 of the following cities are in Sweden: Benin City, Stockholm.",1,Sweden,"('Benin City', 'Stockholm')",1,1
"Exactly 0 of the following cities are in Lithuania: Ciudad Guayana, Lodz.",1,Lithuania,"('Ciudad Guayana', 'Lodz')",0,0
"Exactly 2 of the following cities are in Morocco: Meknes, Agadir.",1,Morocco,"('Agadir', 'Meknes')",2,2
"Exactly 1 of the following cities are in Syria: Culiacan, Ar Raqqah.",1,Syria,"('Ar Raqqah', 'Culiacan')",1,1
"Exactly 1 of the following cities are in Bhutan: Faisalabad, San Luis Potosi.",0,Bhutan,"('Faisalabad', 'San Luis Potosi')",1,0
"Exactly 2 of the following cities are in the Democratic Republic of the Congo: Wuhan, Kota Kinabalu.",0,the Democratic Republic of the Congo,"('Kota Kinabalu', 'Wuhan')",2,0
"Exactly 1 of the following cities are in Latvia: Bloemfontein, Kinshasa.",0,Latvia,"('Bloemfontein', 'Kinshasa')",1,0
"Exactly 2 of the following cities are in Kyrgyzstan: Xuancheng, Calumbo.",0,Kyrgyzstan,"('Calumbo', 'Xuancheng')",2,0
"Exactly 2 of the following cities are in Russia: Zhabei, Kalininskiy.",0,Russia,"('Kalininskiy', 'Zhabei')",2,1
"Exactly 1 of the following cities are in North Korea: Moradabad, Chisinau.",0,North Korea,"('Chisinau', 'Moradabad')",1,0
"Exactly 0 of the following cities are in Uganda: Andijon, Caracas.",1,Uganda,"('Andijon', 'Caracas')",0,0
"Exactly 1 of the following cities are in Italy: Dakar, Izhevsk.",0,Italy,"('Dakar', 'Izhevsk')",1,0
"Exactly 2 of the following cities are in Burkina Faso: Bobo-Dioulasso, Shangrao.",0,Burkina Faso,"('Bobo-Dioulasso', 'Shangrao')",2,1
"Exactly 1 of the following cities are in the United Arab Emirates: Pimpri, Auckland.",0,the United Arab Emirates,"('Auckland', 'Pimpri')",1,0
"Exactly 1 of the following cities are in Cuba: Hohhot, Sulaymaniyah.",0,Cuba,"('Hohhot', 'Sulaymaniyah')",1,0
"Exactly 1 of the following cities are in Germany: Qingdao, Putuo.",0,Germany,"('Putuo', 'Qingdao')",1,0
"Exactly 2 of the following cities are in Guatemala: Aparecida de Goiania, Quezon City.",0,Guatemala,"('Aparecida de Goiania', 'Quezon City')",2,0
"Exactly 1 of the following cities are in Haiti: Muntinlupa, Carrefour.",1,Haiti,"('Carrefour', 'Muntinlupa')",1,1
"Exactly 2 of the following cities are in China: Zhumadian, Wuwei.",1,China,"('Wuwei', 'Zhumadian')",2,2
"Exactly 2 of the following cities are in Bangladesh: Rangpur, Rajshahi.",1,Bangladesh,"('Rajshahi', 'Rangpur')",2,2
"Exactly 0 of the following cities are in South Korea: Bhilai, Yinchuan.",1,South Korea,"('Bhilai', 'Yinchuan')",0,0
"Exactly 1 of the following cities are in China: Suqian, Chenzhou.",0,China,"('Chenzhou', 'Suqian')",1,2
"Exactly 1 of the following cities are in Jamaica: Muzaffarabad, New Kingston.",1,Jamaica,"('Muzaffarabad', 'New Kingston')",1,1
"Exactly 0 of the following cities are in the United Kingdom: Stockholm, Gujrat.",1,the United Kingdom,"('Gujrat', 'Stockholm')",0,0
"Exactly 1 of the following cities are in Singapore: Santiago de Queretaro, Bhavnagar.",0,Singapore,"('Bhavnagar', 'Santiago de Queretaro')",1,0
"Exactly 0 of the following cities are in Syria: Latakia, Ar Raqqah.",0,Syria,"('Ar Raqqah', 'Latakia')",0,2
"Exactly 0 of the following cities are in Brazil: Joao Pessoa, Macapa.",0,Brazil,"('Joao Pessoa', 'Macapa')",0,2
"Exactly 1 of the following cities are in Colombia: Minhang, Heroica Matamoros.",0,Colombia,"('Heroica Matamoros', 'Minhang')",1,0
"Exactly 1 of the following cities are in Tunisia: Tokyo, Orumiyeh.",0,Tunisia,"('Orumiyeh', 'Tokyo')",1,0
"Exactly 1 of the following cities are in Ecuador: Hamamatsu, Juiz de Fora.",0,Ecuador,"('Hamamatsu', 'Juiz de Fora')",1,0
"Exactly 2 of the following cities are in Germany: Dortmund, Duesseldorf.",1,Germany,"('Dortmund', 'Duesseldorf')",2,2
"Exactly 0 of the following cities are in Turkey: Helsinki, Mengzi.",1,Turkey,"('Helsinki', 'Mengzi')",0,0
"Exactly 0 of the following cities are in Argentina: Mar del Plata, Heroica Matamoros.",0,Argentina,"('Heroica Matamoros', 'Mar del Plata')",0,1
"Exactly 2 of the following cities are in India: Serang, Virar.",0,India,"('Serang', 'Virar')",2,1
"Exactly 0 of the following cities are in South Korea: Hwaseong-si, Busan.",0,South Korea,"('Busan', 'Hwaseong-si')",0,2
"Exactly 0 of the following cities are in Vanuatu: Battagram, Cucuta.",1,Vanuatu,"('Battagram', 'Cucuta')",0,0
"Exactly 2 of the following cities are in Russia: Yekaterinburg, Irkutsk.",1,Russia,"('Irkutsk', 'Yekaterinburg')",2,2
"Exactly 2 of the following cities are in Angola: Golfe, Cabinda.",1,Angola,"('Cabinda', 'Golfe')",2,2
"Exactly 0 of the following cities are in Uganda: Kampala, Aleppo.",0,Uganda,"('Aleppo', 'Kampala')",0,1
"Exactly 1 of the following cities are in Peru: Chiclayo, Arequipa.",0,Peru,"('Arequipa', 'Chiclayo')",1,2
"Exactly 2 of the following cities are in Nigeria: Erzurum, Kyiv.",0,Nigeria,"('Erzurum', 'Kyiv')",2,0
"Exactly 0 of the following cities are in Yemen: Situbondo, Qinhuangdao.",1,Yemen,"('Qinhuangdao', 'Situbondo')",0,0
"Exactly 0 of the following cities are in Armenia: Suwon, Yerevan.",0,Armenia,"('Suwon', 'Yerevan')",0,1
"Exactly 2 of the following cities are in Russia: Tomsk, Nizhniy Novgorod.",1,Russia,"('Nizhniy Novgorod', 'Tomsk')",2,2
"Exactly 1 of the following cities are in North Korea: Pyongyang, Yichang.",1,North Korea,"('Pyongyang', 'Yichang')",1,1
"Exactly 0 of the following cities are in Zambia: Ndola, Rui'an.",0,Zambia,"('Ndola', ""Rui'an"")",0,1
"Exactly 0 of the following cities are in Vietnam: Da Nang, Kyiv.",0,Vietnam,"('Da Nang', 'Kyiv')",0,1
"Exactly 1 of the following cities are in Tajikistan: Dushanbe, Osogbo.",1,Tajikistan,"('Dushanbe', 'Osogbo')",1,1
"Exactly 0 of the following cities are in China: Liaocheng, Yangpu.",0,China,"('Liaocheng', 'Yangpu')",0,2
"Exactly 2 of the following cities are in Bangladesh: Chattogram, Mirpur Model Thana.",1,Bangladesh,"('Chattogram', 'Mirpur Model Thana')",2,2
"Exactly 2 of the following cities are in Kuwait: Okara, Al Ahmadi.",0,Kuwait,"('Al Ahmadi', 'Okara')",2,1
"Exactly 1 of the following cities are in Romania: Bucharest, Wuhan.",1,Romania,"('Bucharest', 'Wuhan')",1,1
"Exactly 0 of the following cities are in Ecuador: Qom, Kharkiv.",1,Ecuador,"('Kharkiv', 'Qom')",0,0
"Exactly 0 of the following cities are in Chile: Amravati, Caloocan.",1,Chile,"('Amravati', 'Caloocan')",0,0
"Exactly 1 of the following cities are in the Czech Republic: Changwon, Sevastopol.",0,the Czech Republic,"('Changwon', 'Sevastopol')",1,0
"Exactly 0 of the following cities are in Bosnia and Herzegovina: Xiaogan, Kaduna.",1,Bosnia and Herzegovina,"('Kaduna', 'Xiaogan')",0,0
"Exactly 0 of the following cities are in Poland: Thembisa, Ujjain.",1,Poland,"('Thembisa', 'Ujjain')",0,0
"Exactly 1 of the following cities are in Burkina Faso: Makkah, Ouagadougou.",1,Burkina Faso,"('Makkah', 'Ouagadougou')",1,1
"Exactly 1 of the following cities are in the Philippines: Quezon City, Muntinlupa.",0,the Philippines,"('Muntinlupa', 'Quezon City')",1,2
"Exactly 0 of the following cities are in Azerbaijan: Shijiazhuang, Baku.",0,Azerbaijan,"('Baku', 'Shijiazhuang')",0,1
"Exactly 1 of the following cities are in Turkmenistan: Ashgabat, Jiujiang.",1,Turkmenistan,"('Ashgabat', 'Jiujiang')",1,1
"Exactly 1 of the following cities are in Australia: Gazipur, Gold Coast.",1,Australia,"('Gazipur', 'Gold Coast')",1,1
"Exactly 1 of the following cities are in Liechtenstein: Kirkuk, Gwalior.",0,Liechtenstein,"('Gwalior', 'Kirkuk')",1,0
"Exactly 0 of the following cities are in Argentina: Al Mawsil al Jadidah, Mengzi.",1,Argentina,"('Al Mawsil al Jadidah', 'Mengzi')",0,0
"Exactly 0 of the following cities are in Venezuela: Maturin, Manaus.",0,Venezuela,"('Manaus', 'Maturin')",0,1
"Exactly 0 of the following cities are in Togo: Calabar, Lome.",0,Togo,"('Calabar', 'Lome')",0,1
"Exactly 0 of the following cities are in Germany: Hannover, Lusaka.",0,Germany,"('Hannover', 'Lusaka')",0,1
"Exactly 0 of the following cities are in Ethiopia: Baku, Addis Ababa.",0,Ethiopia,"('Addis Ababa', 'Baku')",0,1
"Exactly 1 of the following cities are in the Central African Republic: Ganzhou, Cebu City.",0,the Central African Republic,"('Cebu City', 'Ganzhou')",1,0
"Exactly 2 of the following cities are in Indonesia: Bandar Lampung, Pekanbaru.",1,Indonesia,"('Bandar Lampung', 'Pekanbaru')",2,2
"Exactly 2 of the following cities are in Saudi Arabia: Makkah, Dammam.",1,Saudi Arabia,"('Dammam', 'Makkah')",2,2
"Exactly 2 of the following cities are in Palau: Osaka, Kumasi.",0,Palau,"('Kumasi', 'Osaka')",2,0
"Exactly 1 of the following cities are in Guinea: Zhaoqing, Camayenne.",1,Guinea,"('Camayenne', 'Zhaoqing')",1,1
"Exactly 2 of the following cities are in South Korea: Kaifeng, Ho Chi Minh City.",0,South Korea,"('Ho Chi Minh City', 'Kaifeng')",2,0
"Exactly 0 of the following cities are in Pakistan: Minhang, Saint Petersburg.",1,Pakistan,"('Minhang', 'Saint Petersburg')",0,0
"Exactly 0 of the following cities are in Uganda: Kampala, Zhaotong.",0,Uganda,"('Kampala', 'Zhaotong')",0,1
"Exactly 1 of the following cities are in Guinea: Johannesburg, Conakry.",1,Guinea,"('Conakry', 'Johannesburg')",1,1
"Exactly 2 of the following cities are in China: Bengbu, Xuancheng.",1,China,"('Bengbu', 'Xuancheng')",2,2
"Exactly 1 of the following cities are in Senegal: Soacha, Pikine.",1,Senegal,"('Pikine', 'Soacha')",1,1
"Exactly 2 of the following cities are in Ukraine: Kryvyy Rih, Lviv.",1,Ukraine,"('Kryvyy Rih', 'Lviv')",2,2
"Exactly 1 of the following cities are in Iran: Xiamen, Santiago de los Caballeros.",0,Iran,"('Santiago de los Caballeros', 'Xiamen')",1,0
"Exactly 0 of the following cities are in India: Pimpri-Chinchwad, Mosul.",0,India,"('Mosul', 'Pimpri-Chinchwad')",0,1
"Exactly 0 of the following cities are in Monaco: Rawalpindi, Jeonju.",1,Monaco,"('Jeonju', 'Rawalpindi')",0,0
"Exactly 2 of the following cities are in Botswana: Luancheng, Nyala.",0,Botswana,"('Luancheng', 'Nyala')",2,0
"Exactly 1 of the following cities are in Samoa: Isfahan, Malang.",0,Samoa,"('Isfahan', 'Malang')",1,0
"Exactly 1 of the following cities are in Burundi: Jabalpur, Ningbo.",0,Burundi,"('Jabalpur', 'Ningbo')",1,0
"Exactly 0 of the following cities are in Somalia: Bikaner, Nanning.",1,Somalia,"('Bikaner', 'Nanning')",0,0
"Exactly 1 of the following cities are in Cameroon: Yaounde, Homs.",1,Cameroon,"('Homs', 'Yaounde')",1,1
"Exactly 2 of the following cities are in Côte d'Ivoire: Bouake, Kitwe.",0,Côte d'Ivoire,"('Bouake', 'Kitwe')",2,1
"Exactly 0 of the following cities are in Bangladesh: Suez, Pest.",1,Bangladesh,"('Pest', 'Suez')",0,0
"Exactly 0 of the following cities are in the Central African Republic: Daqing, Camayenne.",1,the Central African Republic,"('Camayenne', 'Daqing')",0,0
"Exactly 0 of the following cities are in Tunisia: Lyon, Porto Velho.",1,Tunisia,"('Lyon', 'Porto Velho')",0,0
"Exactly 2 of the following cities are in Mauritania: Yangjiang, Managua.",0,Mauritania,"('Managua', 'Yangjiang')",2,0
"Exactly 0 of the following cities are in Uruguay: Meerut, Weinan.",1,Uruguay,"('Meerut', 'Weinan')",0,0
"Exactly 1 of the following cities are in Liechtenstein: Kunshan, Zhoushan.",0,Liechtenstein,"('Kunshan', 'Zhoushan')",1,0
"Exactly 2 of the following cities are in Portugal: Vladivostok, Bogor.",0,Portugal,"('Bogor', 'Vladivostok')",2,0
"Exactly 0 of the following cities are in Ecuador: Guayaquil, Dera Ismail Khan.",0,Ecuador,"('Dera Ismail Khan', 'Guayaquil')",0,1
"Exactly 0 of the following cities are in Portugal: Bandar Lampung, Lubango.",1,Portugal,"('Bandar Lampung', 'Lubango')",0,0
"Exactly 0 of the following cities are in Mauritania: Ibb, Dortmund.",1,Mauritania,"('Dortmund', 'Ibb')",0,0
"Exactly 1 of the following cities are in Australia: Detroit, Gustavo Adolfo Madero.",0,Australia,"('Detroit', 'Gustavo Adolfo Madero')",1,0
"Exactly 0 of the following cities are in Argentina: Gustavo Adolfo Madero, Dharavi.",1,Argentina,"('Dharavi', 'Gustavo Adolfo Madero')",0,0
"Exactly 0 of the following cities are in Suriname: Budta, Chelyabinsk.",1,Suriname,"('Budta', 'Chelyabinsk')",0,0
"Exactly 2 of the following cities are in Pakistan: Bahawalpur, Rawalpindi.",1,Pakistan,"('Bahawalpur', 'Rawalpindi')",2,2
"Exactly 1 of the following cities are in Djibouti: Buraydah, Balbala.",1,Djibouti,"('Balbala', 'Buraydah')",1,1
"Exactly 1 of the following cities are in Hungary: Dalian, Pest.",1,Hungary,"('Dalian', 'Pest')",1,1
"Exactly 0 of the following cities are in Madagascar: Antananarivo, Karbala.",0,Madagascar,"('Antananarivo', 'Karbala')",0,1
"Exactly 1 of the following cities are in Morocco: Karaj, Maceio.",0,Morocco,"('Karaj', 'Maceio')",1,0
"Exactly 2 of the following cities are in South Africa: Pietermaritzburg, Soweto.",1,South Africa,"('Pietermaritzburg', 'Soweto')",2,2
"Exactly 1 of the following cities are in Azerbaijan: Baku, Krakow.",1,Azerbaijan,"('Baku', 'Krakow')",1,1
"Exactly 0 of the following cities are in Botswana: Gwalior, Orenburg.",1,Botswana,"('Gwalior', 'Orenburg')",0,0
"Exactly 2 of the following cities are in Mexico: Tlaquepaque, Iztapalapa.",1,Mexico,"('Iztapalapa', 'Tlaquepaque')",2,2
"Exactly 0 of the following cities are in Niger: Culiacan, Taguig.",1,Niger,"('Culiacan', 'Taguig')",0,0
"Exactly 2 of the following cities are in Japan: Hamamatsu, Osaka.",1,Japan,"('Hamamatsu', 'Osaka')",2,2
"Exactly 1 of the following cities are in Cambodia: Osaka, Jammu.",0,Cambodia,"('Jammu', 'Osaka')",1,0
"Exactly 2 of the following cities are in Saudi Arabia: Ta'if, Buraydah.",1,Saudi Arabia,"('Buraydah', ""Ta'if"")",2,2
"Exactly 2 of the following cities are in Iran: Karaj, Tabriz.",1,Iran,"('Karaj', 'Tabriz')",2,2
"Exactly 1 of the following cities are in Belgium: Barnaul, Iskandar Puteri.",0,Belgium,"('Barnaul', 'Iskandar Puteri')",1,0
"Exactly 2 of the following cities are in Estonia: Tiruchirappalli, Baghdad.",0,Estonia,"('Baghdad', 'Tiruchirappalli')",2,0
"Exactly 0 of the following cities are in Ecuador: Quito, Guayaquil.",0,Ecuador,"('Guayaquil', 'Quito')",0,2
"Exactly 1 of the following cities are in Iran: Johor Bahru, Kallakurichi.",0,Iran,"('Johor Bahru', 'Kallakurichi')",1,0
"Exactly 0 of the following cities are in Madagascar: Antananarivo, Ajmer.",0,Madagascar,"('Ajmer', 'Antananarivo')",0,1
"Exactly 0 of the following cities are in Colombia: Soacha, Barranquilla.",0,Colombia,"('Barranquilla', 'Soacha')",0,2
"Exactly 0 of the following cities are in the Democratic Republic of the Congo: Lubumbashi, Tirunelveli.",0,the Democratic Republic of the Congo,"('Lubumbashi', 'Tirunelveli')",0,1
"Exactly 0 of the following cities are in Guatemala: Guatemala City, Chengdu.",0,Guatemala,"('Chengdu', 'Guatemala City')",0,1
"Exactly 1 of the following cities are in Guinea-Bissau: Incheon, Novokuznetsk.",0,Guinea-Bissau,"('Incheon', 'Novokuznetsk')",1,0
"Exactly 0 of the following cities are in Peru: Arequipa, Chelyabinsk.",0,Peru,"('Arequipa', 'Chelyabinsk')",0,1
"Exactly 1 of the following cities are in New Zealand: Itabashi, Auckland.",1,New Zealand,"('Auckland', 'Itabashi')",1,1
"Exactly 0 of the following cities are in Cambodia: Al Ahmadi, Amravati.",1,Cambodia,"('Al Ahmadi', 'Amravati')",0,0
"Exactly 2 of the following cities are in Kuwait: Novokuznetsk, Al Ahmadi.",0,Kuwait,"('Al Ahmadi', 'Novokuznetsk')",2,1
"Exactly 1 of the following cities are in Tuvalu: Puning, Maianga.",0,Tuvalu,"('Maianga', 'Puning')",1,0
"Exactly 2 of the following cities are in Angola: Samarinda, Camama.",0,Angola,"('Camama', 'Samarinda')",2,1
"Exactly 2 of the following cities are in the Philippines: San Luis Potosi, Taguig.",0,the Philippines,"('San Luis Potosi', 'Taguig')",2,1
"Exactly 0 of the following cities are in the United Arab Emirates: Sharjah, Abu Dhabi.",0,the United Arab Emirates,"('Abu Dhabi', 'Sharjah')",0,2
"Exactly 1 of the following cities are in Macedonia: Goyang-si, Nairobi.",0,Macedonia,"('Goyang-si', 'Nairobi')",1,0
"Exactly 2 of the following cities are in the United Arab Emirates: Omdurman, Rohini.",0,the United Arab Emirates,"('Omdurman', 'Rohini')",2,0
"Exactly 2 of the following cities are in Portugal: Maiduguri, Zahedan.",0,Portugal,"('Maiduguri', 'Zahedan')",2,0
"Exactly 0 of the following cities are in Comoros: Puning, Binzhou.",1,Comoros,"('Binzhou', 'Puning')",0,0
"Exactly 0 of the following cities are in Equatorial Guinea: Rui'an, Torreon.",1,Equatorial Guinea,"(""Rui'an"", 'Torreon')",0,0
"Exactly 2 of the following cities are in Latvia: Riga, Wanxian.",0,Latvia,"('Riga', 'Wanxian')",2,1
"Exactly 2 of the following cities are in China: Rui'an, Quezon City.",0,China,"('Quezon City', ""Rui'an"")",2,1
